prediction_id,biological_instance_id,environment_id,predictor,fidelity_delta_cosine,continuous_risk,reliable_label,legacy_transportability_label,legacy_target_risk
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif2b4__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif2b4,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.40621734,0.29689133,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pcf11__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pcf11,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.26467374,0.36766315,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl24__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl24,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.06992247,0.5349612,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl8__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl8,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.06940728,0.4652964,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gtf2h1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gtf2h1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.29674527,0.35162735,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__krr1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__krr1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.19065681,0.5953284,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__atp6v1b2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__atp6v1b2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.20975955,0.3951202,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pstk__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pstk,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.096154466,0.45192277,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rrm2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rrm2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.0641633,0.46791834,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sfpq__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sfpq,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.53694564,0.23152721,1,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__znf574__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__znf574,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.18731931,0.59365964,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif4g2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif4g2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.21902332,0.39048833,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__mrpl14__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__mrpl14,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.011988425,0.4940058,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dnajc19__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dnajc19,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.30551887,0.34724057,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bcr__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bcr,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.52893275,0.2355336,1,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bub1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bub1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.10114671,0.55057335,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naglu__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naglu,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.05123699,0.5256185,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__hspa9__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__hspa9,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.5069854,0.24650729,1,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tsen34__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tsen34,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.040323447,0.47983825,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.012006046,0.506003,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sf3b2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sf3b2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.16368438,0.41815782,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naca__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naca,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.3162537,0.34187317,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ice1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ice1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.08568758,0.45715618,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp6,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.37531132,0.3123443,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp7__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp7,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.1525446,0.5762723,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__espn__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__espn,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.006237182,0.49688143,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__control__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__control,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.0,0.5,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__polr2b__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__polr2b,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.26837897,0.3658105,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bdp1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bdp1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.27812323,0.36093837,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__trrap__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__trrap,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.21998459,0.39000773,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med19__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med19,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.44209066,0.27895468,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__znf574__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__znf574,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.05983895,0.5299195,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.025289057,0.48735547,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.004607604,0.50230384,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__supt5h__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__supt5h,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.5009757,0.24951214,1,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tpx2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tpx2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.1549659,0.42251706,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gab2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gab2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.3596418,0.3201791,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__son__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__son,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.3067946,0.34660268,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd6,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.15215397,0.42392302,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__snx15__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__snx15,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.06790611,0.46604693,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naca__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naca,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.37682623,0.31158686,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__lsm2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__lsm2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.2671973,0.3664013,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gtf2h1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gtf2h1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.2997873,0.35010636,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gak__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gak,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.13566771,0.56783384,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ncbp2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ncbp2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.09154149,0.45422924,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med12__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med12,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.53601784,0.23199105,1,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__espn__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__espn,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,-0.12496984,0.5624849,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__krt8__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__krt8,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.027778782,0.48611063,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__srsf11__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__srsf11,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.018668476,0.49066573,0,-1.0,
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med10__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med10,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_global,0.35672742,0.32163632,0,-1.0,
